Message,Positive_Match,Negative_Match,Polarity,Keywords,Tweet_Number
gljsauer nspector4 eINstigator Except China already has complete control in their nation so they dont have to Perhaps Im misreading your comment and you are saying Trudeau has in fact sold Canada to China Which explains the isolation Protective custody for when word gets out Interesting,interesting,isolation,neutral,['canada'],3070
Shout out to Bryanna Good who will be heading to Methodist University to major in Biology to then become a Physician Assistant MethodistUniver spreadyourwings proud,proud,None,positive,['university'],3071
I understand that the US like Canada is struggling But WeTheNorth should support JustinTrudeau to make the necessary decisions to defend Canadians,support,struggling,positive,['canada'],3072
RT biancawylie Just did the Statistics Canada COVID19 survey quick and straightforward please do it too if you can,straightforward,None,positive,['canada'],3073
Urge Canada to End Its Shameful SealSlaughter via PETA,None,shameful,negative,['canada'],3074
RT jenkish Canada moral leader of the free worldThank God for Canada,free,None,positive,['canada'],3075
RT MasksAsap CPHOCanada Why are we telling people to coughsneeze into their arm instead of a mask This still ejects large amounts of,None,None,neutral,None,3076
SGoodlookings RepublicanSwine cljmo I dont Canada wants us right now,right,None,positive,['canada'],3077
RT ArmineYalnizyan Ottawa is handing out 2000 cheques to outofwork CanadiansCould a basic income be next,None,None,neutral,None,3078
3M will continue to export masks to Canada White House trade adviser Peter Navarro For real PeterNavarro come on dudes ur exhausting to work with u r trying to spin the fact that USA want all ProtectiveGear for themselves,work,None,positive,['canada'],3079
RT Ppdoesit I will be adding the University of Arizona to my final list of schools,None,None,neutral,['university'],3080
RT JustTheFacts37 SenatorBurr If their scholarship is income that makes them employees of the university and eligible for all the lega,None,None,neutral,['university'],3081
RT LesleyParnell Forgot to say that I will pay for the repair to the sewing machine Then someone can put it to good use for sewing masks,good,None,positive,None,3082
RT JesseLonnen When this is behind us we need to build a Strong Free Independent Canada One without China The UN Mass Migration We ne,free,None,positive,['canada'],3083
LETFootball Great Now lets see the parking lot,great,None,positive,None,3084
RT HarvardMuseum Happy GeologistDay The Harvard University Mineralogical amp Geological Museum has over 3k on display in the Harvard Mus,happy,None,positive,['university'],3085
AmyAnn64 DebProthero christoaivalis And that is part of the problem with the legislation College and university students who are just finishing for the school year now have no summer jobs to go to that they were dependent on for income Even though their summer job has been affected by coronavirus 12,None,problem,negative,['university'],3086
RT worldincrisis1 IsabellaBardoel mustangmadd CBCNews PierrePoilievre I know right I had to shut it off PierreWHO LOL Conserv,right,None,positive,None,3087
Trump The world loves our country WTF Youve just tried to strip Germany and Canada of critical medical supplies for the COVID19 pandemic,loves,critical,positive,['canada'],3088
RT PublicDomainRev A bit of a random request and a miracle if this works but does anyone have a copy of The Work of Fire by Maurice Bl,miracle,None,positive,None,3089
RT ScimitarSS Retired President of Microsoft Canada warns against 5G5G mm waves are used by US amp Israeli govt in their active denial,None,denial,negative,['canada'],3090
RT freezerohedge Modern Piracy Germany Joins France amp Canada In Accusing Trump Of Stealing Masks,trump,stealing,neutral,['canada'],3091
RT jaredmeier10 Blessed to receive an offer from Concordia University Chicago CUCFBFamily Thank you CoachWatkinsCUC CalallenCats http,thank,None,positive,['university'],3092
TrentCapelli Canada is closer to disintegration today than it has ever been And it is being far worse led by trudeau than the US is by POTUS Trump who is doing a decent job This crisis could indeed lead to the end of Canada,led,worse,positive,['canada'],3093
Yep two recessions since University I got this,None,None,neutral,['university'],3094
RT GMOFreeUSA While we are being encouraged to wear protective masks when we leave the house we are having to resort to our own ingenuity,ingenuity,None,positive,None,3095
Trumps moves to hold medical supplies tip Trudeau to China POLITICOTrumps moves to hold medical supplies tip Trudeau to ChinaPOLITICOView Full Coverage on Google News NEWSGOOGLENEWS,None,None,neutral,None,3096
nellipiercing I would just like to say I am in canada and the sun is quite bright while india was lighting lamps,bright,None,positive,['canada'],3097
SophiaLamar1 TyreeBP Big6domino My mom and grandma always talked about it Plus the segregation and racism they endured once they arrived in LA during the 30s and 40s And I ultimately found out the real reason why so many of my relatives said f it and moved from Alabama and Michigan toCanada,None,racism,negative,None,3098
It knows borders when you stop the people hosting it FROM COMING INTO CANADA you lying fraudcdnpoliPPCMMXX,None,lying,negative,['canada'],3099
packiemcburgs JustinTrudeau CPHOCanada CBCKids 15 follower hijacked account RT report and block,None,None,neutral,None,3100
Fuck him And fuck everyone who is nattering on about what a great model Canada is for an equitable response to this crisis Just fuck,equitable,fuck,negative,['canada'],3101
RT OvieSheikh RIP brother Bassey Offiong He was 25 about to graduate from Western Michigan University Had symptoms of Coronavirus but t,None,symptoms,negative,['university'],3102
Hello from Calgary AB Canada Just want to say Im still here and healthy I live in a country that is doing its damndest to beat this thing and I am grateful My hope is you are all well and doing your due diligence We will beat this virus because we have too COVID19,diligence,virus,positive,['canada'],3103
RT MsPhanSF Im an alum from the class of 2016 and I am calling on Stanford to PayStanfordWorkers Staff meant the world to me as I na,None,None,neutral,None,3104
RT nvrathirahhh suddenly i miss University life,None,miss,negative,['university'],3105
RT MartinLukacs Boyce Richardson one of Canadas greatest antiestablishment journalists passed away in March He despised inequality,greatest,despised,negative,None,3106
Halifax police issue dozens of tickets for violation of state of emergency Topbuzz,None,violation,negative,['halifax'],3107
melabxby Bring DanielleMcC13 amp me Ive NEVER left Canada,None,None,neutral,['canada'],3108
alfonslopeztena One of the critical raw materials for these items is imported to the USA from Canada Canada has chosen not to stop these exports to the US We remember 911 if others have forgotten,None,critical,negative,['canada'],3109
vegastbone sportsrage She didnt catch it in Canada And our response hasnt been perfect but its been a helluva lot better than the continuing comedy of errors Im seeing down south I stand by my statement Canada will 100 be ready for the new normal much sooner than the USA gt,ready,errors,positive,['canada'],3110
RT markyourlee s3 picsart columbia university,None,None,neutral,['university'],3111
RT MichelleGhsoub I tweeted a joke about why everyone is making quarantine bread then decided to write about it and the answer turned o,None,joke,negative,None,3112
RT raheimsanders Blessed To Receive A Offer from Duke University DukeFOOTBALL JeffFaris vernoncarey22 CoachYounger14 coachkd15,None,None,neutral,['university'],3113
Professor Knut Wittkowski former head of Rockefeller Universitys Department of Biostatistics Epidemiology and Research Design says that social distancing and lockdown is the absolutely worst way to deal with an airborne respiratory virus,None,virus,negative,None,3114
RT MikylaTolivert blessed to receive an offer from the University of Central Florida special thanks to COACHABE UCFWBB for giving m,None,None,neutral,['university'],3115
qikipedia In 1981 Lintgens skills were put to the test in front of a live audience by a music professor from Temple University,None,None,neutral,['university'],3116
RT aysarawat MewGulf AU Two straight guys were forced to enter a AllHomosexual University The first of its kind in the world,None,None,neutral,['university'],3117
RT burtbakarat2 CanadasPatriots kinderrandy Breaking news Canada changes name to chinada,None,breaking,negative,['canada'],3118
